person_id	type	persName	Qualité	Année de naissance	Année de décès	note type=def	note type=Mariette	BNF_URL	dataBnF	IDRef	VIAF	idno Wikidata
CoEg_pers_00000114	hist	Eusèbe de Césarée	Historien grec	v. 265	339			https://catalogue.bnf.fr/ark:/12148/cb11902007r	https://data.bnf.fr/ark:/12148/cb11902007r	https://www.idref.fr/088843734	https://viaf.org/viaf/4929593/	https://www.wikidata.org/wiki/Q142999
CoEg_pers_00000115	hist	Sanchoniathon	Écrivain phénicien							https://www.idref.fr/083187499	https://viaf.org/viaf/95303431/	https://www.wikidata.org/wiki/Q968582
CoEg_pers_00000116	hist	Manéthon	Écrivain grec					https://catalogue.bnf.fr/ark:/12148/cb123339672	https://data.bnf.fr/ark:/12148/cb123339672	https://www.idref.fr/032279493	https://viaf.org/viaf/59155489	https://www.wikidata.org/wiki/Q174380
CoEg_pers_00000117	hist	Ptolémée II Philadelphe	Roi égyptien	309/308	246						https://viaf.org/viaf/42634080/	https://www.wikidata.org/wiki/Q39576
CoEg_pers_00000118	hist	Horapollon	Écrivain égyptien					https://catalogue.bnf.fr/ark:/12148/cb124596093	https://data.bnf.fr/ark:/12148/cb124596093	https://www.idref.fr/033762708	https://viaf.org/viaf/250688796	https://www.wikidata.org/wiki/Q364379
CoEg_pers_00000119	hist	Paléphate	Écrivain grec					https://catalogue.bnf.fr/ark:/12148/cb12554608q	https://data.bnf.fr/ark:/12148/cb12554608q	https://www.idref.fr/034835563	https://viaf.org/viaf/100181721	https://www.wikidata.org/wiki/Q580565
CoEg_pers_00000120	myth	Hermès Trismégiste						https://catalogue.bnf.fr/ark:/12148/cb12057248q	https://data.bnf.fr/ark:/12148/cb12057248q	https://www.idref.fr/028814185	https://viaf.org/viaf/24571510	https://www.wikidata.org/wiki/Q192358
CoEg_pers_00000121	myth	Darès le Phrygien						https://catalogue.bnf.fr/ark:/12148/cb12215749g	https://data.bnf.fr/ark:/12148/cb12215749g	https://www.idref.fr/030818672	https://viaf.org/viaf/55518848	https://www.wikidata.org/wiki/Q544378
CoEg_pers_00000122	hist	Anacréon	Poète grec	v. 550	v. 464			https://catalogue.bnf.fr/ark:/12148/cb11888717x	https://data.bnf.fr/ark:/12148/cb11888717x	https://www.idref.fr/032840225	https://viaf.org/viaf/100165204/	https://www.wikidata.org/wiki/Q213484
CoEg_pers_00000123	hist	Estienne, Henri II	Imprimeur et humaniste	1528/1531	1598			https://catalogue.bnf.fr/ark:/12148/cb119019504	https://data.bnf.fr/ark:/12148/cb119019504	https://www.idref.fr/085948276	https://viaf.org/viaf/79024744	https://www.wikidata.org/wiki/Q664748
CoEg_pers_00000124	contemp	Adam, Alexandre		1790	1886	Maire de Boulogne-sur-Mer de 1830 à 1848 puis de 1855 à 1861		https://catalogue.bnf.fr/ark:/12148/cb137407027	https://data.bnf.fr/ark:/12148/cb137407027		https://viaf.org/viaf/74030215	https://www.wikidata.org/wiki/Q55979286
CoEg_pers_00000125	contemp	Delessert, François		1780	1868	Député du Pas-de-Calais de 1838 à 1848		https://catalogue.bnf.fr/ark:/12148/cb106154492	https://data.bnf.fr/ark:/12148/cb106154492	https://www.idref.fr/152971629	https://viaf.org/viaf/29524377	https://www.wikidata.org/wiki/Q3083543
CoEg_pers_00000126	hist	Assemani, Giuseppe Simone	Ecclésiastique orientaliste	1687	1768			https://catalogue.bnf.fr/ark:/12148/cb123705494	https://data.bnf.fr/ark:/12148/cb123705494	https://www.idref.fr/06706017X	https://viaf.org/viaf/9927564	https://www.wikidata.org/wiki/Q554853
CoEg_pers_00000127	hist	Assemani, Stefano Evodio	Ecclésiastique orientaliste	1711	1782			https://catalogue.bnf.fr/ark:/12148/cb12071504w	https://data.bnf.fr/ark:/12148/cb12071504w	https://www.idref.fr/028995597	https://viaf.org/viaf/39731448	https://www.wikidata.org/wiki/Q711620
CoEg_pers_00000128	hist	Clément XI	Pape	1649	1721			https://catalogue.bnf.fr/ark:/12148/cb118970158	https://data.bnf.fr/ark:/12148/cb118970158	https://www.idref.fr/069632200	https://viaf.org/viaf/100251489	https://www.wikidata.org/wiki/Q129967
CoEg_pers_00000129	contemp	Huntington, Robert	Ecclésiastique orientaliste	1637	1701			https://catalogue.bnf.fr/ark:/12148/cb14481381z	https://data.bnf.fr/ark:/12148/cb14481381z	https://www.idref.fr/066967384	https://viaf.org/viaf/34684157	https://www.wikidata.org/wiki/Q15440182
CoEg_pers_00000130	contemp	Wansleben, Johann Michael	Ecclésiastique orientaliste	1635	1679			https://catalogue.bnf.fr/ark:/12148/cb107038605	https://data.bnf.fr/ark:/12148/cb107038605	https://www.idref.fr/111888743	https://viaf.org/viaf/3404021	https://www.wikidata.org/wiki/Q3180611
CoEg_pers_00000131	contemp	Quatremère, Étienne Marc	Orientaliste	1782	1857			https://catalogue.bnf.fr/ark:/12148/cb124433684	https://data.bnf.fr/ark:/12148/cb124433684	https://www.idref.fr/033581037	https://viaf.org/viaf/7482667	https://www.wikidata.org/wiki/Q289886
CoEg_pers_00000132	contemp	Prudhoe (Lord)	Homme politique et explorateur britannique	1792	1865						https://viaf.org/viaf/41730198	https://www.wikidata.org/wiki/Q1753204
CoEg_pers_00000133	contemp	Tischendorf (von), Constantin	Helléniste bibliste	1815	1874			https://catalogue.bnf.fr/ark:/12148/cb124893014	https://data.bnf.fr/ark:/12148/cb124893014	https://www.idref.fr/059411937	https://viaf.org/viaf/56713311	https://www.wikidata.org/wiki/Q76743
CoEg_pers_00000134	contemp	Frédéric Auguste II	Roi de Saxe	1797	1854						https://viaf.org/viaf/40177070	https://www.wikidata.org/wiki/Q57986
CoEg_pers_00000135	contemp	Tattam, Henry	Ecclésiastique coptisant	1788	1868			https://catalogue.bnf.fr/ark:/12148/cb102927808	https://data.bnf.fr/ark:/12148/cb102927808	https://www.idref.fr/114014914	https://viaf.org/viaf/52471802	https://www.wikidata.org/wiki/Q576560
CoEg_pers_00000136	contemp	Mimaut, Jean-François	Diplomate et collectionneur	1774	1837			https://catalogue.bnf.fr/ark:/12148/cb12563996m	https://data.bnf.fr/fr/12563996/jean-francois_mimaut/	https://www.idref.fr/034940952	https://viaf.org/viaf/24718760	https://www.wikidata.org/wiki/Q14918072
CoEg_pers_00000137	contemp	Drovetti, Bernardino	Collectionneur et consul de France en Égypte	1776	1852			https://catalogue.bnf.fr/ark:/12148/cb120689421	https://data.bnf.fr/ark:/12148/cb120689421	https://www.idref.fr/028962478	https://viaf.org/viaf/39399994	https://www.wikidata.org/wiki/Q822895
CoEg_pers_00000138	contemp	Wilkinson, John Gardner	Égyptologue britannique	1797	1875			https://catalogue.bnf.fr/ark:/12148/cb12331057s	https://data.bnf.fr/ark:/12148/cb12331057s	https://www.idref.fr/080734243	https://viaf.org/viaf/69000129	https://www.wikidata.org/wiki/Q923032
CoEg_pers_00000139	contemp	Lenormant, Charles	Égyptologue français, professeur au Collège de France	1802	1859			https://catalogue.bnf.fr/ark:/12148/cb124598503	https://data.bnf.fr/ark:/12148/cb124598503	https://www.idref.fr/033766398	https://viaf.org/viaf/7485941	https://www.wikidata.org/wiki/Q547695
CoEg_pers_00000140	contemp	Bunsen (von), Christian Charles Josias	Diplomate et érudit prussien	1791	1860			https://catalogue.bnf.fr/ark:/12148/cb121845954	https://data.bnf.fr/ark:/12148/cb121845954	https://www.idref.fr/067070019	https://viaf.org/viaf/27110558	https://www.wikidata.org/wiki/Q67409
CoEg_pers_00000141	contemp	Jomard, Edme-François	Érudit	1777	1862			https://catalogue.bnf.fr/ark:/12148/cb121648063	https://data.bnf.fr/ark:/12148/cb121648063	https://www.idref.fr/030178673	https://viaf.org/viaf/2511766	https://www.wikidata.org/wiki/Q240788
CoEg_pers_00000142	contemp	Gérôme, Jean-Léon	Peintre	1824	1904			https://catalogue.bnf.fr/ark:/12148/cb12014496k	https://data.bnf.fr/ark:/12148/cb12014496k	https://www.idref.fr/027423093	https://viaf.org/viaf/22153153	https://www.wikidata.org/wiki/Q212499
CoEg_pers_00000143	contemp	Gide	Éditeur									
CoEg_pers_00000144	contemp	Baudry, J.	Éditeur									
CoEg_pers_00000145	hist	Alexandre le Grand	Roi macédonien et conquérant à succès	356	323			https://catalogue.bnf.fr/ark:/12148/cb11946296j	https://data.bnf.fr/ark:/12148/cb11946296j	https://www.idref.fr/027417077	https://viaf.org/viaf/88742742/	https://www.wikidata.org/wiki/Q8409
CoEg_pers_00000146	contemp	Chevalier, Michel	Haut fonctionnaire français	1806	1879			https://catalogue.bnf.fr/ark:/12148/cb12171043k	https://data.bnf.fr/ark:/12148/cb12171043k	https://www.idref.fr/03025518X	https://viaf.org/viaf/51933	https://www.wikidata.org/wiki/Q1930688
CoEg_pers_00000147	hist	Pythagore	Philosophe grec	v. 580	v. 495			https://catalogue.bnf.fr/ark:/12148/cb11920816v	https://eye.bnf.fr/ark:/12148/cb11920816v	https://www.idref.fr/027085260	https://viaf.org/viaf/162237897/	https://www.wikidata.org/wiki/Q10261
CoEg_pers_00000148	hist	Solon	Homme d'État grec	v. 640	v. 558			https://catalogue.bnf.fr/ark:/12148/cb13091860r	https://data.bnf.fr/ark:/12148/cb13091860r	https://www.idref.fr/028829832	https://viaf.org/viaf/81144814374407675870/	https://www.wikidata.org/wiki/Q133337
CoEg_pers_00000149	hist	Lajard, Félix		1783	1858			https://catalogue.bnf.fr/ark:/12148/cb10692736g	https://data.bnf.fr/ark:/12148/cb10692736g	https://www.idref.fr/112353053	https://viaf.org/viaf/769603	https://www.wikidata.org/wiki/Q8313314
CoEg_pers_00000150	myth	Mithra	Dieu oriental								https://viaf.org/viaf/72187436	https://www.wikidata.org/wiki/Q6497135
CoEg_pers_00000151	myth	Osiris	Dieu égyptien					https://catalogue.bnf.fr/ark:/12148/cb11936736v	https://data.bnf.fr/ark:/12148/cb11936736v	https://www.idref.fr/027293807	https://viaf.org/viaf/61789844	https://www.wikidata.org/wiki/Q46491
CoEg_pers_00000152	myth	Bacchus	Dieu romain							https://www.idref.fr/027394719	https://viaf.org/viaf/27864934	https://www.wikidata.org/wiki/Q645312
CoEg_pers_00000153	myth	Jupiter	Dieu romain							https://www.idref.fr/027849546	https://viaf.org/viaf/22933410	https://www.wikidata.org/wiki/Q4649
CoEg_pers_00000154	myth	Hadès	Dieu grec					https://catalogue.bnf.fr/ark:/12148/cb123985871	https://data.bnf.fr/ark:/12148/cb123985871	https://www.idref.fr/033083630	https://viaf.org/viaf/47684337/	https://www.wikidata.org/wiki/Q41410
CoEg_pers_00000155	hist	Nebrê	Roi égyptien (IIe dynastie)			Appelé Καιέχως par Manéthon (francisé en Céchoüs »)						https://www.wikidata.org/wiki/Q152751
CoEg_pers_00000156	myth	Mnévis	Taureau sacré égyptien							https://www.idref.fr/241034124	https://viaf.org/viaf/38144897957450201849	https://www.wikidata.org/wiki/Q1067292
CoEg_pers_00000157	hist	Jules l'Africain	Historien grec	v. 160	v. 240	alias Sextus Julius Africanus		https://catalogue.bnf.fr/ark:/12148/cb12163447b	https://data.bnf.fr/ark:/12148/cb12163447b	https://www.idref.fr/030162262	https://viaf.org/viaf/160788177	https://www.wikidata.org/wiki/Q317014
CoEg_pers_00000158	hist	Georges le Syncelle	Ecclésiastique et chroniqueur byzantin					https://catalogue.bnf.fr/ark:/12148/cb119914769	https://data.bnf.fr/ark:/12148/cb119914769	https://www.idref.fr/027988627	https://viaf.org/viaf/39386582	https://www.wikidata.org/wiki/Q366382
CoEg_pers_00000159	hist	Strabon	Géographe et historien grec	v. 60	v. 20			https://catalogue.bnf.fr/ark:/12148/cb11925629v	https://data.bnf.fr/ark:/12148/cb11925629v	https://www.idref.fr/027150062	https://viaf.org/viaf/100219883/	https://www.wikidata.org/wiki/Q45936
CoEg_pers_00000160	contemp	Frédéric-Guillaume IV de Prusse	Roi de Prusse	1797	1854			https://catalogue.bnf.fr/ark:/12148/cb12192556z	https://data.bnf.fr/ark:/12148/cb12192556z	https://www.idref.fr/030528593	https://viaf.org/viaf/172909814	https://www.wikidata.org/wiki/Q57180
CoEg_pers_00000161	hist	Mykérinos	Roi égyptien (Ive dynastie)								https://viaf.org/viaf/16553808	https://www.wikidata.org/wiki/Q200986
CoEg_pers_00000162	hist	Snéfrou	Roi égyptien (Ive dynastie								https://viaf.org/viaf/53177422	https://www.wikidata.org/wiki/Q189371
CoEg_pers_00000163	hist	Hapy										
CoEg_pers_00000164	contemp	Sharpe, Samuel	Égyptologue et bibliste	1799	1881			https://catalogue.bnf.fr/ark:/12148/cb10332256z	https://data.bnf.fr/ark:/12148/cb10332256z	https://www.idref.fr/066009189	https://viaf.org/viaf/20462374	https://www.wikidata.org/wiki/Q7412601
CoEg_pers_00000165	hist	Pline l'Ancien	Écricain latin	23	79			https://catalogue.bnf.fr/ark:/12148/cb11887294r	https://data.bnf.fr/ark:/12148/cb11887294r	https://www.idref.fr/026668149	https://viaf.org/viaf/100219162	https://www.wikidata.org/wiki/Q82778
CoEg_pers_00000166	hist	Ammien Marcellin	Historien latin	v. 330	v. 395			https://catalogue.bnf.fr/ark:/12148/cb118886885	https://data.bnf.fr/ark:/12148/cb118886885	https://www.idref.fr/026684942	https://viaf.org/viaf/89594750/	https://www.wikidata.org/wiki/Q172198
CoEg_pers_00000167	hist	Suétone	Biographe latin					https://catalogue.bnf.fr/ark:/12148/cb119257294	https://data.bnf.fr/ark:/12148/cb119257294	https://www.idref.fr/027151387	https://viaf.org/viaf/89599270/	https://www.wikidata.org/wiki/Q10133
CoEg_pers_00000168	hist	Germanicus	Général romain	15 av. J.-C.	19			https://catalogue.bnf.fr/ark:/12148/cb11904724r	https://data.bnf.fr/ark:/12148/cb11904724r	https://www.idref.fr/02688903X	https://viaf.org/viaf/56580498	https://www.wikidata.org/wiki/Q191039
CoEg_pers_00000169	hist	Spartianus	Écrivain latin					https://catalogue.bnf.fr/ark:/12148/cb104864618	https://data.bnf.fr/ark:/12148/cb104864618	https://www.idref.fr/130559571	https://viaf.org/viaf/14759878	https://www.wikidata.org/wiki/Q1230624
CoEg_pers_00000170	hist	Titus	Empereur romain	39	81			https://catalogue.bnf.fr/ark:/12148/cb11972355w	https://data.bnf.fr/ark:/12148/cb11972355w	https://www.idref.fr/027746887	https://viaf.org/viaf/83217593/	https://www.wikidata.org/wiki/Q1421
CoEg_pers_00000171	hist	Hadrien	Empereur romain	76	138			https://catalogue.bnf.fr/ark:/12148/cb11954875z	https://data.bnf.fr/ark:/12148/cb11954875z	https://www.idref.fr/027527530	https://viaf.org/viaf/82440741/	https://www.wikidata.org/wiki/Q1427
CoEg_pers_00000172	hist	Julien l'Apostat	Empereur romain	331/332	363			https://catalogue.bnf.fr/ark:/12148/cb121721673	https://data.bnf.fr/ark:/12148/cb121721673	https://www.idref.fr/028722620	https://viaf.org/viaf/57406701/	https://www.wikidata.org/wiki/Q33941
CoEg_pers_00000173	hist	Théodose Ier le Grand	Empereur romain	347	379			https://catalogue.bnf.fr/ark:/12148/cb12648653g	https://data.bnf.fr/ark:/12148/cb12648653g	https://www.idref.fr/050559109	https://viaf.org/viaf/31978444/	https://www.wikidata.org/wiki/Q46696
CoEg_pers_00000174	contemp	Zoega, Georg	Antiquaire	1755	1809			https://catalogue.bnf.fr/ark:/12148/cb13007843r	https://data.bnf.fr/ark:/12148/cb13007843r	https://www.idref.fr/139519955	https://viaf.org/viaf/69064075	https://www.wikidata.org/wiki/Q568595
CoEg_pers_00000175	hist	Tochon, Joseph-François	Homme politique et antiquaire	1772	1820	alias « Tochon d'Annecy »		https://catalogue.bnf.fr/ark:/12148/cb16556232h	https://data.bnf.fr/ark:/12148/cb16556232h	https://www.idref.fr/101278586	https://viaf.org/viaf/38017994	https://www.wikidata.org/wiki/Q3184268
CoEg_pers_00000176	hist	Solin	Écrivain latin					https://catalogue.bnf.fr/ark:/12148/cb12459920f	https://data.bnf.fr/ark:/12148/cb12459920f	https://www.idref.fr/033768986	https://viaf.org/viaf/51672454/	https://www.wikidata.org/wiki/Q520487
CoEg_pers_00000177	hist	Porphyre de Tyr	Philosophe grec et latin	234	v. 310			https://catalogue.bnf.fr/ark:/12148/cb120084710	https://data.bnf.fr/ark:/12148/cb120084710	https://www.idref.fr/027435873	https://viaf.org/viaf/64016141/	https://www.wikidata.org/wiki/Q203445
CoEg_pers_00000178	hist	Pomponius Mela	Géographe latin					https://catalogue.bnf.fr/ark:/12148/cb121174358	https://data.bnf.fr/ark:/12148/cb121174358	https://www.idref.fr/029578019	https://viaf.org/viaf/34489209	https://www.wikidata.org/wiki/Q297515
CoEg_pers_00000179	contemp	Birch, Samuel	Égyptologue	1813	1885			https://catalogue.bnf.fr/ark:/12148/cb13088768q	https://data.bnf.fr/ark:/12148/cb13088768q	https://www.idref.fr/066640059	https://viaf.org/viaf/757450	https://www.wikidata.org/wiki/Q2742058
CoEg_pers_00000180	hist	Élien le Sophiste	Écrivain grec					https://catalogue.bnf.fr/ark:/12148/cb13092007b	https://data.bnf.fr/ark:/12148/cb13092007b	https://www.idref.fr/030060087	https://viaf.org/viaf/100219416	https://www.wikidata.org/wiki/Q313782
CoEg_pers_00000181	hist	Ahmès	Propriétaire original d'un sarcophage égyptien du musée de Berlin									
CoEg_pers_00000182	hist	Ahmès Ier	Roi égyptien (XVIIIe dynastie)								https://viaf.org/viaf/59882356/	https://www.wikidata.org/wiki/Q7222
CoEg_pers_00000183	hist	Pétisis										
CoEg_pers_00000184	hist	Jablonski, Paul Ernest	Orientaliste	1693	1757			https://catalogue.bnf.fr/ark:/12148/cb12546975z	https://data.bnf.fr/ark:/12148/cb12546975z	https://www.idref.fr/067721117	https://viaf.org/viaf/34571501	https://www.wikidata.org/wiki/Q110313
CoEg_pers_00000185	hist	Ahmès fils d'Abana	Chef des rameurs sous Ahmès Ier (XVIIIe dynastie), enterré à El-Kab								https://viaf.org/viaf/24239867/	https://www.wikidata.org/wiki/Q402060
CoEg_pers_00000186	myth	Vulcain	Dieu romain							https://www.idref.fr/027862682	https://viaf.org/viaf/42633769	https://www.wikidata.org/wiki/Q4640
CoEg_pers_00000187	hist	Ptolémée VIII Évergète II	Roi égyptien (dynastie lagide)	182	116						https://viaf.org/viaf/155419788/	https://www.wikidata.org/wiki/Q3350
CoEg_pers_00000188	myth	Hapy	Dieu égyptien								https://viaf.org/viaf/298837669	https://www.wikidata.org/wiki/Q32143
CoEg_pers_00000189	myth	Hathor	Déesse égyptienne							https://www.idref.fr/030147492	https://viaf.org/viaf/63151776729818010780	https://www.wikidata.org/wiki/Q133343
CoEg_pers_00000190	myth	Amon	Dieu égyptien							https://www.idref.fr/027398722	https://viaf.org/viaf/306390671	https://www.wikidata.org/wiki/Q58373
CoEg_pers_00000191	myth	Sobek	Dieu égyptien							https://www.idref.fr/166417173	https://viaf.org/viaf/35291212	https://www.wikidata.org/wiki/Q146313
CoEg_pers_00000192	myth	Rê	Dieu égyptien							https://www.idref.fr/027402568	https://viaf.org/viaf/32792135	https://www.wikidata.org/wiki/Q1252904
CoEg_pers_00000193	hist	Dodwell, Henry	Érudit	1641	1711			https://catalogue.bnf.fr/ark:/12148/cb14506115b	https://data.bnf.fr/ark:/12148/cb14506115b	https://www.idref.fr/123231558	https://viaf.org/viaf/19912139	https://www.wikidata.org/wiki/Q3132744
CoEg_pers_00000194	hist	Marsham, John								https://www.idref.fr/103968970	https://viaf.org/viaf/1067833	https://www.wikidata.org/wiki/Q7527919
CoEg_pers_00000195	hist	Osorkon II	Roi égyptien (XXIIe dynastie)								https://viaf.org/viaf/107787928	https://www.wikidata.org/wiki/Q459153
CoEg_pers_00000196	hist	Des Vignoles, Alphonse						https://catalogue.bnf.fr/ark:/12148/cb10566310v	https://data.bnf.fr/ark:/12148/cb10566310v	https://www.idref.fr/071420037	https://viaf.org/viaf/69707326	https://www.wikidata.org/wiki/Q2839770
CoEg_pers_00000197	contemp	Millon, Joséphine née Cosyn					Belle-mère de Mariette					
CoEg_pers_00000198	hist	Chéchonq IV	Roi égyptien (XXIIIe dynastie)									https://www.wikidata.org/wiki/Q781765
CoEg_pers_00000199	contemp	Ismaïl Pacha	Vice-roi puis khédive d'Égypte	1830	1895			https://catalogue.bnf.fr/ark:/12148/cb10779500c	https://data.bnf.fr/ark:/12148/cb10779500c	https://www.idref.fr/158519744	https://viaf.org/viaf/37724276	https://www.wikidata.org/wiki/Q159378
CoEg_pers_00000200	contemp	Lenormant, François	Orientaliste	1837	1883			https://catalogue.bnf.fr/ark:/12148/cb12954608d	https://data.bnf.fr/ark:/12148/cb12954608d	https://www.idref.fr/061234508	https://viaf.org/viaf/71523229	https://www.wikidata.org/wiki/Q1347918
CoEg_pers_00000201	hist	Ioufânkh					Mariette emploie la forme « Aufankh »					
CoEg_pers_00000202	hist	Macrobe						https://catalogue.bnf.fr/ark:/12148/cb11999201s	https://data.bnf.fr/ark:/12148/cb11999201s	https://www.idref.fr/03092166X	https://viaf.org/viaf/39387062	https://www.wikidata.org/wiki/Q313934
CoEg_pers_00000203	hist	Ptolémée XV Césarion	Roi égyptien (dynastie lagide)								https://viaf.org/viaf/67910474/	https://www.wikidata.org/wiki/Q39589
CoEg_pers_00000204	hist	Pausanias le Périégète						https://catalogue.bnf.fr/ark:/12148/cb11918834h	https://data.bnf.fr/ark:/12148/cb11918834h	https://www.idref.fr/028159969	https://viaf.org/viaf/77132959	https://www.wikidata.org/wiki/Q192931
CoEg_pers_00000205	hist	César	Homme d'État romain	100	44			https://catalogue.bnf.fr/ark:/12148/cb11894764p	https://data.bnf.fr/ark:/12148/cb11894764p	https://www.idref.fr/027303136	https://viaf.org/viaf/286265178/	https://www.wikidata.org/wiki/Q1048
CoEg_pers_00000206	hist	Clépopâtre VII	Reine égyptienne	v. 69	30			https://catalogue.bnf.fr/ark:/12148/cb11938532d	https://data.bnf.fr/ark:/12148/cb11938532d	https://www.idref.fr/027316564	https://viaf.org/viaf/67762941/	https://www.wikidata.org/wiki/Q635
CoEg_pers_00000207	contemp	Luynes (d'Albert de), Honoré Théodoric	Antiquaire	1803	1867			https://catalogue.bnf.fr/ark:/12148/cb123479468	https://data.bnf.fr/ark:/12148/cb123479468	https://www.idref.fr/087189488	https://viaf.org/viaf/46835180	https://www.wikidata.org/wiki/Q444237
CoEg_pers_00000208	myth	Astarté	Déesse orientale							https://www.idref.fr/027454223	https://viaf.org/viaf/805767	https://www.wikidata.org/wiki/Q130274
CoEg_pers_00000209	myth	Isis	Déesse égyptienne							https://www.idref.fr/027599167	https://viaf.org/viaf/313298566/	https://www.wikidata.org/wiki/Q79876
CoEg_pers_00000210	myth	Nephthys	Déesse égyptienne							https://www.idref.fr/198066457	https://viaf.org/viaf/359149617030003752230	https://www.wikidata.org/wiki/Q169040
CoEg_pers_00000211	contemp	Peyron, Bernardino	Orientaliste et bibliothécaire	1819	1903			https://catalogue.bnf.fr/ark:/12148/cb10481159p	https://data.bnf.fr/ark:/12148/cb10481159p	https://www.idref.fr/129399299	https://viaf.org/viaf/39366651	https://www.wikidata.org/wiki/Q3638726
CoEg_pers_00000212	contemp	Reuvens, Caspar	Antiquaire	1793	1835			https://catalogue.bnf.fr/ark:/12148/cb12789876x	https://data.bnf.fr/ark:/12148/cb12789876x	https://www.idref.fr/081107226	https://viaf.org/viaf/90636159	https://www.wikidata.org/wiki/Q1863369
CoEg_pers_00000213	hist	Ptolémée Ier Sôter	Roi égyptien	v. 368	283			https://catalogue.bnf.fr/ark:/12148/cb12473505d	https://data.bnf.fr/ark:/12148/cb12473505d	https://www.idref.fr/066982855	https://viaf.org/viaf/21347488/	https://www.wikidata.org/wiki/Q168261
CoEg_pers_00000214	hist	Timothée l’interprète										
CoEg_pers_00000215	myth	Pluton	Dieu romain									https://www.wikidata.org/wiki/Q152262
CoEg_pers_00000216	hist	Denys le Périégète	Écrivain grec	v. 115	v. 180			https://catalogue.bnf.fr/ark:/12148/cb121512771	https://data.bnf.fr/ark:/12148/cb121512771	https://www.idref.fr/03000764X	https://viaf.org/viaf/100902699	https://www.wikidata.org/wiki/Q1226993
CoEg_pers_00000217	hist	Cyrille d’Alexandrie	Ecclésiastique	v. 375	444			https://catalogue.bnf.fr/ark:/12148/cb118983578	https://data.bnf.fr/ark:/12148/cb118983578	https://www.idref.fr/026808048	https://viaf.org/viaf/190218431/	https://www.wikidata.org/wiki/Q44079
CoEg_pers_00000218	hist	Auguste	Empereur romain	63	14			https://catalogue.bnf.fr/ark:/12148/cb12326866z	https://data.bnf.fr/ark:/12148/cb12326866z	https://www.idref.fr/032190026	https://viaf.org/viaf/18013086/	https://www.wikidata.org/wiki/Q1405
CoEg_pers_00000219	hist	Trajan	Empereur romain	53	117			https://catalogue.bnf.fr/ark:/12148/cb13164032k	https://data.bnf.fr/ark:/12148/cb13164032k	https://www.idref.fr/081821417	https://viaf.org/viaf/88067472/	https://www.wikidata.org/wiki/Q1425
CoEg_pers_00000220	hist	Commode	Empereur romain	161	192			https://catalogue.bnf.fr/ark:/12148/cb14455354d	https://data.bnf.fr/ark:/12148/cb14455354d	https://www.idref.fr/061621293	https://viaf.org/viaf/23502412/	https://www.wikidata.org/wiki/Q1434
CoEg_pers_00000221	hist	Gallien	Empereur romain	v. 218	268			https://catalogue.bnf.fr/ark:/12148/cb131627817	https://data.bnf.fr/ark:/12148/cb131627817	https://www.idref.fr/027381331	https://viaf.org/viaf/10637212/	https://www.wikidata.org/wiki/Q104475
CoEg_pers_00000222	hist	Ptolémée VI Philométor	Roi égyptien (dynastie lagide)	186	145						https://viaf.org/viaf/67258070	https://www.wikidata.org/wiki/Q39952
CoEg_pers_00000223	myth	Osorapis										
CoEg_pers_00000224	myth	Dionysos	Dieu grec							https://www.idref.fr/02739560X	https://viaf.org/viaf/10152079049807110114	https://www.wikidata.org/wiki/Q41680
CoEg_pers_00000225	myth	Ounennéfer										https://www.wikidata.org/wiki/Q3358332
CoEg_pers_00000226	contemp	Guigniaut, Joseph-Daniel	Helléniste	1794	1876			https://catalogue.bnf.fr/ark:/12148/cb13475757t	https://data.bnf.fr/ark:/12148/cb13475757t	https://www.idref.fr/03514484X	https://viaf.org/viaf/5080788	https://www.wikidata.org/wiki/Q3184217
CoEg_pers_00000227	contemp	Burnouf, Jean Louis	Philologue	1755	1844			https://catalogue.bnf.fr/ark:/12148/cb11894608x	https://data.bnf.fr/ark:/12148/cb11894608x	https://www.idref.fr/026759845	https://viaf.org/viaf/31993809	https://www.wikidata.org/wiki/Q3166670
CoEg_pers_00000228	hist	Nicocréon	Roi chypriote									https://www.wikidata.org/wiki/Q181585
CoEg_pers_00000229	hist	Jamblique	Philosophe grec	v. 250	v. 330			https://catalogue.bnf.fr/ark:/12148/cb11908535t	https://data.bnf.fr/ark:/12148/cb11908535t	https://www.idref.fr/026934523	https://viaf.org/viaf/12310254/	https://www.wikidata.org/wiki/Q310916
CoEg_pers_00000230	myth	Jéovah-Elohim	Dieu hébraïque								https://viaf.org/viaf/27863181	https://www.wikidata.org/wiki/Q105173
CoEg_pers_00000231	hist	Plotin	Philosophe grec	205	270			https://catalogue.bnf.fr/ark:/12148/cb11887296f	https://data.bnf.fr/ark:/12148/cb11887296f	https://www.idref.fr/026668165	https://viaf.org/viaf/108386765/	https://www.wikidata.org/wiki/Q134189
CoEg_pers_00000232	myth	Khnoum	Dieu égyptien					https://catalogue.bnf.fr/ark:/12148/cb17819771b	https://data.bnf.fr/ark:/12148/cb17819771b	https://www.idref.fr/24186478X		https://www.wikidata.org/wiki/Q183097
CoEg_pers_00000233	myth	Thot	Dieu égyptien							https://www.idref.fr/030529115	https://viaf.org/viaf/54151776828318012681	https://www.wikidata.org/wiki/Q146921
CoEg_pers_00000234	myth	Horus	Dieu égyptien							https://www.idref.fr/02757508X	https://viaf.org/viaf/69724039	https://www.wikidata.org/wiki/Q84122
